[Title];;;;;;;;;;;;;;;;;;;;;;;;;
Title;;;;;;;;;;;;;;;;;;;;;;;;;
Requirement_file_derived_from_VS_for_General_Radio_Performance_30/10264-CRH1090446 ;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
[Open-issues_];;;;;;;;;;;;;;;;;;;;;;;;;
Date;Revision;User;Mantis;Comment;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
[Abbrevations];;;;;;;;;;;;;;;;;;;;;;;;;
Abbrevation;;;;;;;;;;;;;;;;;;;;;;;;;
VS_=_Verification_Specification;;;;;;;;;;;;;;;;;;;;;;;;;
*_=_Wildcard,_any_parameter_value_will_match_wildcard;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
[Description];;;;;;;;;;;;;;;;;;;;;;;;;
Comment;;;;;;;;;;;;;;;;;;;;;;;;;
For narrowband blocking and inband blocking instead of specifiying the InterfererLevel(dBm) specifying the p0 it will take it from the selectivity table, however this can not be done on outband. ;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
[History];;;;;;;;;;;;;;;;;;;;;;;;;
Date;Revision;User;Comment;;;;;;;;;;;;;;;;;;;;;;
08-25-2015;PA1;EVASICH;Derived from BLK B66A Limits;;;;;;;;;;;;;;;;;;;;;;
20150930;PA2;ELITANS;Chnage to CW for 3400-3800 blk outband;;;;;;;;;;;;;;;;;;;;;;
20151014;PA2;ELITANS;SelectivityReq was revered between UTRA and EUTRA;;;;;;;;;;;;;;;;;;;;;;
*;*;EUTRA;17;5;728;729;1;-15;-83.6;CW;0;6;SixSigmaFrequencyFormula;NA;147/10264-CRH 109 0446 Uen A;RHWVI7903;;;;;;;;;
*;*;UTRA;17;5;729;763;1;22;-143.9;EUTRA;5;0.1;SixSigmaFrequencyFormula;NA;147/10264-CRH 109 0446 Uen A;RHWVI7903;;;;;;;;;
*;*;EUTRA;17;5;729;763;1;22;-143.2;EUTRA;5;0.1;SixSigmaFrequencyFormula;NA;147/10264-CRH 109 0446 Uen A;RHWVI7903;;;;;;;;;
*;*;UTRA;17;5;763;768;1;22;-143.9;EUTRA;5;0.1;SixSigmaFrequencyFormula;NA;147/10264-CRH 109 0446 Uen A;RHWVI7903;;;;;;;;;
*;*;EUTRA;17;5;763;768;1;22;-143.2;EUTRA;5;0.1;SixSigmaFrequencyFormula;NA;147/10264-CRH 109 0446 Uen A;RHWVI7903;;;;;;;;;
*;*;UTRA;17;5;763;768;1;18;-139.9;CW;0;0.1;SixSigmaFrequencyFormula;NA;147/10264-CRH 109 0446 Uen A;RHWVI7903;;;;;;;;;
*;*;EUTRA;17;5;763;768;1;18;-139.2;CW;0;0.1;SixSigmaFrequencyFormula;NA;147/10264-CRH 109 0446 Uen A;RHWVI7903;;;;;;;;;
*;*;UTRA;17;5;768;769;1;22;-143.9;EUTRA;5;0.1;SixSigmaFrequencyFormula;NA;147/10264-CRH 109 0446 Uen A;RHWVI7903;;;;;;;;;
*;*;EUTRA;17;5;768;769;1;22;-143.2;EUTRA;5;0.1;SixSigmaFrequencyFormula;NA;147/10264-CRH 109 0446 Uen A;RHWVI7903;;;;;;;;;
*;*;UTRA;17;5;769;775;1;22;-143.9;EUTRA;5;0.1;SixSigmaFrequencyFormula;NA;147/10264-CRH 109 0446 Uen A;RHWVI7903;;;;;;;;;
*;*;EUTRA;17;5;769;775;1;22;-143.2;EUTRA;5;0.1;SixSigmaFrequencyFormula;NA;147/10264-CRH 109 0446 Uen A;RHWVI7903;;;;;;;;;
*;*;UTRA;17;5;769;775;1;18;-139.9;CW;0;0.1;SixSigmaFrequencyFormula;NA;147/10264-CRH 109 0446 Uen A;RHWVI7903;;;;;;;;;
*;*;EUTRA;17;5;769;775;1;18;-139.2;CW;0;0.1;SixSigmaFrequencyFormula;NA;147/10264-CRH 109 0446 Uen A;RHWVI7903;;;;;;;;;
*;*;UTRA;17;5;775;803;1;22;-143.9;EUTRA;5;0.1;SixSigmaFrequencyFormula;NA;147/10264-CRH 109 0446 Uen A;RHWVI7903;;;;;;;;;
*;*;EUTRA;17;5;775;803;1;22;-143.2;EUTRA;5;0.1;SixSigmaFrequencyFormula;NA;147/10264-CRH 109 0446 Uen A;RHWVI7903;;;;;;;;;
*;*;UTRA;17;5;803;851;1;-15;-84.3;CW;0;6;SixSigmaFrequencyFormula;NA;147/10264-CRH 109 0446 Uen A;RHWVI7903;;;;;;;;;
*;*;EUTRA;17;5;803;851;1;-15;-83.6;CW;0;6;SixSigmaFrequencyFormula;NA;147/10264-CRH 109 0446 Uen A;RHWVI7903;;;;;;;;;
*;*;UTRA;17;5;851;859;1;18;-139.9;CW;0;0.1;SixSigmaFrequencyFormula;NA;147/10264-CRH 109 0446 Uen A;RHWVI7903;;;;;;;;;
*;*;EUTRA;17;5;851;859;1;18;-139.2;CW;0;0.1;SixSigmaFrequencyFormula;NA;147/10264-CRH 109 0446 Uen A;RHWVI7903;;;;;;;;;
*;*;UTRA;17;5;859;869;1;22;-143.9;EUTRA;5;0.1;SixSigmaFrequencyFormula;NA;147/10264-CRH 109 0446 Uen A;RHWVI7903;;;;;;;;;
*;*;EUTRA;17;5;859;869;1;22;-143.2;EUTRA;5;0.1;SixSigmaFrequencyFormula;NA;147/10264-CRH 109 0446 Uen A;RHWVI7903;;;;;;;;;
*;*;UTRA;17;5;859;869;1;18;-139.9;CW;0;0.1;SixSigmaFrequencyFormula;NA;147/10264-CRH 109 0446 Uen A;RHWVI7903;;;;;;;;;
*;*;EUTRA;17;5;859;869;1;18;-139.2;CW;0;0.1;SixSigmaFrequencyFormula;NA;147/10264-CRH 109 0446 Uen A;RHWVI7903;;;;;;;;;
*;*;UTRA;17;5;869;894;1;22;-143.9;EUTRA;5;0.1;SixSigmaFrequencyFormula;NA;147/10264-CRH 109 0446 Uen A;RHWVI7903;;;;;;;;;
*;*;EUTRA;17;5;869;894;1;22;-143.2;EUTRA;5;0.1;SixSigmaFrequencyFormula;NA;147/10264-CRH 109 0446 Uen A;RHWVI7903;;;;;;;;;
*;*;UTRA;17;5;869;894;1;22;-143.9;CW;0;0.1;SixSigmaFrequencyFormula;NA;147/10264-CRH 109 0446 Uen A;RHWVI7903;;;;;;;;;
*;*;EUTRA;17;5;869;894;1;22;-143.2;CW;0;0.1;SixSigmaFrequencyFormula;NA;147/10264-CRH 109 0446 Uen A;RHWVI7903;;;;;;;;;
*;*;UTRA;17;5;894;935;1;-15;-84.3;CW;0;6;SixSigmaFrequencyFormula;NA;147/10264-CRH 109 0446 Uen A;RHWVI7903;;;;;;;;;
*;*;EUTRA;17;5;894;935;1;-15;-83.6;CW;0;6;SixSigmaFrequencyFormula;NA;147/10264-CRH 109 0446 Uen A;RHWVI7903;;;;;;;;;
*;*;UTRA;17;5;935;940;1;18;-139.9;EUTRA;5;0.1;SixSigmaFrequencyFormula;NA;147/10264-CRH 109 0446 Uen A;RHWVI7903;;;;;;;;;
*;*;EUTRA;17;5;935;940;1;18;-139.2;EUTRA;5;0.1;SixSigmaFrequencyFormula;NA;147/10264-CRH 109 0446 Uen A;RHWVI7903;;;;;;;;;
*;*;UTRA;17;5;940;1390;1;-15;-84.3;CW;0;6;SixSigmaFrequencyFormula;NA;147/10264-CRH 109 0446 Uen A;RHWVI7903;;;;;;;;;
*;*;EUTRA;17;5;940;1390;1;-15;-83.6;CW;0;6;SixSigmaFrequencyFormula;NA;147/10264-CRH 109 0446 Uen A;RHWVI7903;;;;;;;;;
*;*;UTRA;17;5;1390;1395;1;18;-139.9;CW;0;0.1;SixSigmaFrequencyFormula;NA;147/10264-CRH 109 0446 Uen A;RHWVI7903;;;;;;;;;
*;*;EUTRA;17;5;1390;1395;1;18;-139.2;CW;0;0.1;SixSigmaFrequencyFormula;NA;147/10264-CRH 109 0446 Uen A;RHWVI7903;;;;;;;;;
*;*;UTRA;17;5;1395;1432;1;-15;-84.3;CW;0;6;SixSigmaFrequencyFormula;NA;147/10264-CRH 109 0446 Uen A;RHWVI7903;;;;;;;;;
*;*;EUTRA;17;5;1395;1432;1;-15;-83.6;CW;0;6;SixSigmaFrequencyFormula;NA;147/10264-CRH 109 0446 Uen A;RHWVI7903;;;;;;;;;
*;*;UTRA;17;5;1432;1435;1;18;-139.9;CW;0;0.1;SixSigmaFrequencyFormula;NA;147/10264-CRH 109 0446 Uen A;RHWVI7903;;;;;;;;;
*;*;EUTRA;17;5;1432;1435;1;18;-139.2;CW;0;0.1;SixSigmaFrequencyFormula;NA;147/10264-CRH 109 0446 Uen A;RHWVI7903;;;;;;;;;
*;*;UTRA;17;5;1435;1525;1;-15;-84.3;CW;0;6;SixSigmaFrequencyFormula;NA;147/10264-CRH 109 0446 Uen A;RHWVI7903;;;;;;;;;
*;*;EUTRA;17;5;1435;1525;1;-15;-83.6;CW;0;6;SixSigmaFrequencyFormula;NA;147/10264-CRH 109 0446 Uen A;RHWVI7903;;;;;;;;;
*;*;UTRA;17;5;1525;1559;1;22;-143.9;EUTRA;5;0.1;SixSigmaFrequencyFormula;NA;147/10264-CRH 109 0446 Uen A;RHWVI7903;;;;;;;;;
*;*;EUTRA;17;5;1525;1559;1;22;-143.2;EUTRA;5;0.1;SixSigmaFrequencyFormula;NA;147/10264-CRH 109 0446 Uen A;RHWVI7903;;;;;;;;;
*;*;UTRA;17;5;1559;1670;1;-15;-84.3;CW;0;6;SixSigmaFrequencyFormula;NA;147/10264-CRH 109 0446 Uen A;RHWVI7903;;;;;;;;;
*;*;EUTRA;17;5;1559;1670;1;-15;-83.6;CW;0;6;SixSigmaFrequencyFormula;NA;147/10264-CRH 109 0446 Uen A;RHWVI7903;;;;;;;;;
*;*;UTRA;17;5;1670;1675;1;18;-139.9;CW;0;0.1;SixSigmaFrequencyFormula;NA;147/10264-CRH 109 0446 Uen A;RHWVI7903;;;;;;;;;
*;*;EUTRA;17;5;1670;1675;1;18;-139.2;CW;0;0.1;SixSigmaFrequencyFormula;NA;147/10264-CRH 109 0446 Uen A;RHWVI7903;;;;;;;;;
*;*;UTRA;17;5;1675;1690;1;-15;-84.3;CW;0;6;SixSigmaFrequencyFormula;NA;147/10264-CRH 109 0446 Uen A;RHWVI7903;;;;;;;;;
*;*;EUTRA;17;5;1675;1690;1;-15;-83.6;CW;0;6;SixSigmaFrequencyFormula;NA;147/10264-CRH 109 0446 Uen A;RHWVI7903;;;;;;;;;
*;*;UTRA;17;5;1800;1910;1;-15;-84.3;CW;0;6;SixSigmaFrequencyFormula;NA;147/10264-CRH 109 0446 Uen A;RHWVI7903;;;;;;;;;
*;*;EUTRA;17;5;1800;1910;1;-15;-83.6;CW;0;6;SixSigmaFrequencyFormula;NA;147/10264-CRH 109 0446 Uen A;RHWVI7903;;;;;;;;;
*;*;UTRA;17;5;1910;1930;1;-26;-121.9;CW;0;0.1;SixSigmaFrequencyFormula;NA;147/10264-CRH 109 0446 Uen A;RHWVI7903;;;;;;;;;
*;*;EUTRA;17;5;1910;1930;1;-26;-121.2;CW;0;0.1;SixSigmaFrequencyFormula;NA;147/10264-CRH 109 0446 Uen A;RHWVI7903;;;;;;;;;
*;*;UTRA;17;5;1930;1995;1;22;-143.9;EUTRA;5;0.1;SixSigmaFrequencyFormula;NA;147/10264-CRH 109 0446 Uen A;RHWVI7903;;;;;;;;;
